FieldName,LongName,Category,Choice1,Choice2,Choice3,Choice4,Choice5
A_grupo,Grupo,Meio Ambiente,Tombamento,Zona de Amortecimento,Uso Sustentável,Proteção Integral
A_nome,Zona Nome,Economia,TBD

